area_type,location,society,size,total_sqft,sqft,bath,balcony,possession date,price
Super built-up  Area,Malleshwaram,Sariaat,3 BHK,2475,2475,4,3,Ready to move,326
Built-up  Area,Pai Layout,,6 Bedroom,3800,3800,6,,Ready to move,175
Built-up  Area,Haralur Road,Oznzaes,4 BHK,4694,4694,5,,Ready to move,375
Built-up  Area,Electronic City,,2 BHK,1200,1200,2,1,44804,34.66
Plot  Area,Hulimavu,,4 Bedroom,1200,1200,4,1,Ready to move,75
Built-up  Area,Harlur,,2 BHK,1225,1225,2,2,Ready to move,56
Super built-up  Area,Thanisandra,Bhmesy ,2 BHK,1056,1056,2,1,43700,75
Super built-up  Area,9th Phase JP Nagar,,3 BHK,1240,1240,2,2,44778,42.85
Super built-up  Area,Banashankari,,3 BHK,1200,1200,3,2,44756,74.52
Super built-up  Area,Kudlu Gate,Sanzaat,3 BHK,1850,1850,3,2,44189,110
Super built-up  Area,Amblipura,IDldsin,4 BHK,3150,3150,4,3,Ready to move,180
Built-up  Area,Naganathapura,,1 Bedroom,1200,1200,1,0,Ready to move,39.82
Plot  Area,Dodda Banaswadi,,4 Bedroom,1018,1018,4,1,Ready to move,150
Built-up  Area,Konena Agrahara,,5 Bedroom,3520,3520,6,1,Ready to move,460
Super built-up  Area,Chandapura,SunceEs,3 BHK,1185,1185,2,2,44697,30.22
Super built-up  Area,Jigani,DLhtsan,2 BHK,918,918,2,2,Ready to move,56
Super built-up  Area,GD Layout,,3 BHK,1330,1330,2,2,Ready to move,68
Built-up  Area,Munnekollal,Raisys ,3 BHK,1540,1540,2,3,Ready to move,70
Super built-up  Area,Lakshminarayana Pura,RothaVa,2 BHK,1200,1200,2,2,Ready to move,80
Super built-up  Area,Sunkan palya,,2 BHK,927,927,2,2,44098,37
Built-up  Area,Sarjapur,Caonand,4 Bedroom,2580 - 2591,2585,4,0,44666,115
Super built-up  Area,CV Raman Nagar,,3 BHK,1400,1400,2,2,Ready to move,78
Super built-up  Area,Hosur Road,Saageat,2 BHK,1345,1345,2,2,Ready to move,106
Built-up  Area,1st Phase JP Nagar,,4 Bedroom,1900,1900,3,1,Ready to move,400
Super built-up  Area,8th Phase JP Nagar,HMityld,2 BHK,1510,1510,2,3,Ready to move,80
Super built-up  Area,Malleshwaram,,2 BHK,302,302,2,1,Ready to move,25
Super built-up  Area,Kanakpura Road,PrarePa,1 BHK,525,525,,,44645,27
Plot  Area,ITPL,,3 Bedroom,1500,1500,3,1,45002,61.52
Super built-up  Area,Yelahanka,Goues A,1 BHK,629 - 1026,827,1,0,45107,42.535
Super built-up  Area,Vidyaranyapura,,3 BHK,1100,1100,2,2,Ready to move,72
Built-up  Area,Sunkadakatte,,3 Bedroom,1200,1200,3,1,Ready to move,68
Super built-up  Area,Kanakpura Road,PrarePa,3 BHK,1100,1100,3,2,45000,53
Carpet  Area,Hormavu,Kolisl ,4 BHK,2282,2282,4,0,43800,115
Built-up  Area,Jayanti Nagar,,2 BHK,760,760,2,1,Ready to move,37.49
Plot  Area,Sarjapur,Corix B,3 Bedroom,2172,2172,3,0,Ready to move,100
Super built-up  Area,Yeshwanthpur Industrial Suburb,Essic C,6 BHK,3800,3800,6,,Ready to move,390
Plot  Area,Kumaraswami Layout,BaisePa,4 Bedroom,600,600,2,1,Ready to move,72
Super built-up  Area,8th Phase JP Nagar,,3 BHK,3300,3300,3,2,Ready to move,165
Super built-up  Area,Thubarahalli,,3 BHK,1242,1242,3,1,43480,51
Plot  Area,Moodalapalya,,1 Bedroom,410,410,1,1,Ready to move,48
Super built-up  Area,Uttarahalli,SLnssPr,3 BHK,1245,1245,2,2,Ready to move,43.58
Built-up  Area,Kadugodi,,2 BHK,1088,1088,2,2,Ready to move,44
Built-up  Area,Sahakara Nagar,VincyRe,2 BHK,1200,1200,2,0,Ready to move,46
Plot  Area,TC Palaya,,3 Bedroom,1995,1995,3,1,Ready to move,100
Super built-up  Area,Haralur Road,,2 BHK,1309,1309,2,1,Ready to move,82
Super built-up  Area,BTM 1st Stage,,3 BHK,1717,1717,3,2,Ready to move,200
Super built-up  Area,7th Phase JP Nagar,BriumMi,3 BHK,2100,2100,3,2,Ready to move,200
Plot  Area,Gayathri Nagar,,2 Bedroom,880,880,1,0,Ready to move,90
Plot  Area,Abbigere,,6 Bedroom,1200,1200,6,1,Ready to move,95
Super built-up  Area,Maruthi Nagar,,3 BHK,1250,1250,3,2,44304,42
Super built-up  Area,Hebbal,Brium C,3 BHK,3520,3520,5,2,Ready to move,240
Super built-up  Area,5th Phase JP Nagar,Mangsr ,2 BHK,1041,1041,2,2,Ready to move,54
Super built-up  Area,Sarjapur  Road,Shthi S,3 BHK,1505,1505,2,2,Ready to move,60
Super built-up  Area,Bannerghatta,Mamespa,3 BHK,1776,1776,3,2,43993,150
Super built-up  Area,Bellandur,OriewLa,3 BHK,1767,1767,3,2,Ready to move,89
Super built-up  Area,Rajiv Gandhi Nagar,Almid P,2 BHK,1293,1293,2,2,Ready to move,80
Super built-up  Area,Kengeri,,2 BHK,1320,1320,2,1,Ready to move,50
Built-up  Area,Bhuvaneshwari Nagar,Viowsen,2 BHK,1280,1280,2,2,Ready to move,68.48
Super built-up  Area,Thanisandra,Bhe 2ko,2 BHK,1245,1245,2,1,44785,83.05
Super built-up  Area,Haralur Road,,2 BHK,1027,1027,1,2,Ready to move,44
Built-up  Area,Yelenahalli,,2 BHK,1200,1200,2,,Ready to move,46.17
Super built-up  Area,Kanakpura Road,PrarePa,3 BHK,1100,1100,3,2,44727,58
Plot  Area,Medahalli,,3 Bedroom,1065,1065,3,1,Ready to move,72
Super built-up  Area,Kannamangala,Sonue A,3 BHK,1814,1814,3,1,45062,129
Super built-up  Area,Ramagondanahalli,DNeremo,3 BHK,1610,1610,2,1,Ready to move,112
Built-up  Area,Kumaraswami Layout,,1 Bedroom,850,850,1,1,Ready to move,78
Super built-up  Area,Kasavanhalli,Oca 2 V,3 BHK,1600,1600,3,3,43439,79
Super built-up  Area,Old Mangammanapalya Road,,3 BHK,3200,3200,4,2,Ready to move,140
Built-up  Area,Canara Bank Colony,,3 BHK,1250,1250,2,1,Ready to move,77.13
Super built-up  Area,Haralur Road,,2 BHK,1243,1243,2,2,Ready to move,46
Super built-up  Area,Kanakpura Road,JRrnauv,3 BHK,1452,1452,3,3,Ready to move,60.98
Super built-up  Area,Ittamadu,Naory G,3 BHK,1475,1475,3,3,Ready to move,75
Super built-up  Area,Electronic City,SJityVe,2 BHK,1353,1353,2,3,Ready to move,75
Carpet  Area,Maruthi Sevanagar,,4 Bedroom,2100,2100,3,0,Ready to move,210
Super built-up  Area,Electronics City Phase 1,,3 BHK,1750,1750,3,2,44236,58
Plot  Area,Whitefield,Pronege,4 Bedroom,4800,4800,4,3,Ready to move,550
Built-up  Area,Sahakara Nagar,Rauil T,2 BHK,1270,1270,2,1,Ready to move,96
Built-up  Area,Battarahalli,,4 Bedroom,2700,2700,3,0,Ready to move,75
Plot  Area,8th Phase JP Nagar,,4 Bedroom,1200,1200,4,2,Ready to move,270
Built-up  Area,Thanisandra,G conTh,4 BHK,2695,2695,4,3,44058,188
Super built-up  Area,Hessarghatta,StwarSi,3 BHK,1330,1330,3,2,Ready to move,65
Built-up  Area,Electronic City,,2 BHK,660,660,1,0,Ready to move,18
Super built-up  Area,BTM 2nd Stage,Catle C,2 BHK,1400,1400,2,3,Ready to move,90
Built-up  Area,Gubbalala,,4 BHK,4000,4000,5,1,Ready to move,195
Super built-up  Area,Kanakpura Road,PuandHi,3 BHK,1700,1700,3,2,Ready to move,75
Built-up  Area,Kasavanhalli,Bhensa ,2 BHK,1585,1585,2,2,Ready to move,90
Super built-up  Area,Kothanur,,3 BHK,1385,1385,3,3,Ready to move,67
Super built-up  Area,Electronic City,Prarkun,2 BHK,1128,1128,2,1,44333,67
Plot  Area,Whitefield,NVaree ,4 Bedroom,60,3565,4,2,44540,218
Plot  Area,1Kasavanhalli,HMwerCo,18 Bedroom,1200,1200,18,,44138,200
Super built-up  Area,HSR Layout,VaiewV ,2 BHK,1203,1203,2,2,Ready to move,60
Super built-up  Area,Mallasandra,Shbhi S,2 BHK,905,905,2,1,Ready to move,35
Super built-up  Area,Hennur Road,Orens G,3 BHK,1450,1450,3,2,44697,79
Super built-up  Area,Varthur,MKllei ,2 BHK,1105,1105,2,3,Ready to move,38
Plot  Area,Channasandra,,2 Bedroom,1200,1200,2,1,43912,46.13
Super built-up  Area,Jalahalli,Vanami ,3 BHK,1530,1530,2,3,Ready to move,89
Super built-up  Area,Whitefield,SMuilan,2 BHK,1105,1105,2,1,Ready to move,35.4
Super built-up  Area,Dasarahalli,KSliaor,2 BHK,1333,1333,2,1,44496,78.56
Built-up  Area,Hongasandra,,2 BHK,1065,1065,2,2,43943,45
Plot  Area,Hosur Road,AVeldun,,1350,1350,,,Ready to move,8.44
Super built-up  Area,Haralur Road,,2 BHK,1243,1243,2,2,Ready to move,46
Super built-up  Area,Old Madras Road,Saesttt,3 BHK,1530,1530,3,2,44032,76.34
Plot  Area,Margondanahalli,,2 Bedroom,1200,1200,2,1,Ready to move,65
Super built-up  Area,Whitefield,BrlisCo,2 BHK,1270,1270,2,1,Ready to move,94
Super built-up  Area,Bellandur,OriewLa,3 BHK,1830,1830,3,3,Ready to move,89
Super built-up  Area,Chandapura,,2 BHK,900,900,2,3,Ready to move,35
Plot  Area,Attibele,AGoutLa,4 Bedroom,2400,2400,2,2,Ready to move,250
Plot  Area,Varsova Layout,,6 Bedroom,7000,7000,6,2,Ready to move,560
Super built-up  Area,Bannerghatta Road,SNity S,3 BHK,1450,1450,2,2,Ready to move,78
Super built-up  Area,J C Nagar,,3 BHK,1525,1525,3,3,Ready to move,65
Built-up  Area,Mahalakshmi Layout,,2 BHK,1080,1080,2,1,Ready to move,67
Built-up  Area,Bagalur Main Road,,2 BHK,1220,1220,2,2,Ready to move,72
Super built-up  Area,Begur Road,Dhalsh ,2 BHK,1200,1200,2,2,Ready to move,44.4
Super built-up  Area,Bommanahalli,SNeur G,2 BHK,1215 - 1495,1355,2,0,Ready to move,73.17
Plot  Area,R.T. Nagar,,3 Bedroom,2400,2400,3,0,Ready to move,348
Super built-up  Area,Govindapura,,2 BHK,1500,1500,2,2,Ready to move,60
Built-up  Area,Koramangala,,2 BHK,1355,1355,2,2,Ready to move,95
Built-up  Area,Electronic City,GMown E,2 BHK,1070,1070,2,1,44799,57
Super built-up  Area,CV Raman Nagar,Pu270a ,3 BHK,1980,1980,4,1,Ready to move,180
Super built-up  Area,Bommasandra,Niara S,2 BHK,842,842,2,2,Ready to move,30
Super built-up  Area,Bannerghatta Road,Baanise,1 BHK,700,700,1,1,Ready to move,31.2
Built-up  Area,Doddakammanahalli,,3 BHK,2500,2500,4,,Ready to move,65
Built-up  Area,"Kanakapura Road, ",,3 Bedroom,1884,1884,3,2,Ready to move,95
Built-up  Area,Dena Bank Colony,Chntsat,2 BHK,1100,1100,2,2,Ready to move,75
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,2 BHK,1196,1196,2,2,Ready to move,40.54
Super built-up  Area,Budigere,PrityTr,3 BHK,1820,1820,3,2,Ready to move,85
Plot  Area,Basavanapura,,8 Bedroom,1200,1200,8,,Ready to move,145
Super built-up  Area,Thanisandra,MenueNo,2 BHK,1185,1185,2,2,Ready to move,43.5
Super built-up  Area,Varthur,,3 BHK,2145,2145,3,2,Ready to move,170
Super built-up  Area,Whitefield,Priew P,2 BHK,1220,1220,2,1,Ready to move,89
Super built-up  Area,Whitefield,Sonviik,2 BHK,1116,1116,2,3,Ready to move,51.91
Super built-up  Area,6th Phase JP Nagar,HMinebo,2 BHK,1192,1192,2,3,Ready to move,75
Super built-up  Area,Marathahalli,NCenega,3 BHK,1449,1449,3,2,Ready to move,110
Plot  Area,Ardendale,Somus A,3 Bedroom,2500,2500,3,1,Ready to move,250
Built-up  Area,Electronic City,BrnoxEq,3 BHK,1700,1700,3,2,Ready to move,90
Super built-up  Area,Hebbal,Mahosya,3 BHK,1920,1920,3,2,44013,150
Plot  Area,BTM 4th Stage,,2 Bedroom,1350,1350,2,0,Ready to move,90
Plot  Area,Devanahalli Int. Airport,,4 Bedroom,4800,4800,5,2,Ready to move,350
Built-up  Area,"Sarjapur Road, ",,3 BHK,1700,1700,3,2,Ready to move,74
Super built-up  Area,Hoodi,Hahtsde,2 BHK,1447,1447,3,2,44912,76
Super built-up  Area,Kanakpura Road,Soazak ,2 BHK,1329,1329,2,1,44227,107
Built-up  Area,Sarjapur  Road,Esatea ,3 BHK,1314,1314,2,2,Ready to move,70.44
Plot  Area,Hal old airport road,,3 Bedroom,1200,1200,3,2,Ready to move,110
Plot  Area,Basavangudi,,6 Bedroom,1214,1214,3,0,Ready to move,220
Super built-up  Area,Hosa Road,Sosisic,3 BHK,1513,1513,3,1,44778,103
Plot  Area,arudi,,3 Bedroom,6Acres,261360,2,0,Ready to move,80
Super built-up  Area,Vittasandra,Prlla C,2 BHK,1246,1246,2,1,Ready to move,67.5
Super built-up  Area,Ganga Nagar,,1 BHK,705,705,1,1,Ready to move,65
Super built-up  Area,Dasarahalli,Syonyph,2 BHK,1220,1220,2,2,Ready to move,62
Super built-up  Area,Yelahanka New Town,,3 BHK,1800,1800,2,1,Ready to move,45
Super built-up  Area,Kaval Byrasandra,,3 BHK,1400,1400,3,2,Ready to move,75
Super built-up  Area,Kasavanhalli,Bhensa ,2 BHK,1245,1245,2,2,Ready to move,80
Super built-up  Area,Anantapuram,GKiewke,3 BHK,1495,1495,2,1,Ready to move,63
Plot  Area,Nagavara,,3 Bedroom,2000,2000,2,2,Ready to move,275
Built-up  Area,Gollarapalya Hosahalli,Mauner ,2 BHK,996,996,2,2,Ready to move,36.5
Built-up  Area,Yelahanka New Town,,2 BHK,1000,1000,2,1,Ready to move,44
Built-up  Area,Chikka Banaswadi,SuntsAp,2 BHK,1250,1250,2,3,Ready to move,75
Super built-up  Area,Chandapura,SunceEs,2 BHK,975,975,2,1,44927,24.86
Super built-up  Area,Thanisandra,Pronyt ,3 BHK,1261,1261,2,1,Ready to move,80
Built-up  Area,Electronics City Phase 1,Raenti ,2 BHK,1080,1080,2,2,Ready to move,46
Super built-up  Area,Akshayanagara East,HoDewy ,2 BHK,1230,1230,2,1,Ready to move,50
Super built-up  Area,Kammasandra,,2 BHK,982,982,2,2,44169,25.53
Super built-up  Area,Bommasandra,SSestth,3 BHK,1260,1260,3,1,43594,49.36
Super built-up  Area,HSR Layout,PuontFa,3 BHK,1590,1590,2,2,Ready to move,135
Super built-up  Area,Horamavu Agara,Suise S,2 BHK,1220,1220,2,2,Ready to move,39
Super built-up  Area,Electronic City Phase II,Sryalan,3 BHK,1320,1320,2,1,44350,38.12
Super built-up  Area,Green Glen Layout,Solia D,3 BHK,1750,1750,3,2,Ready to move,105
Super built-up  Area,Whitefield,Iseenst,3 BHK,1436,1436,2,3,Ready to move,62.15
Plot  Area,TC Palaya,,3 Bedroom,1200,1200,2,0,44877,66
Super built-up  Area,Malleshwaram,Rintspa,2 BHK,1500,1500,2,,Ready to move,140
Super built-up  Area,Varthur,Caiseur,3 BHK,1560,1560,3,2,Ready to move,90
Super built-up  Area,Whitefield,,3 BHK,3758,3758,3,1,44572,300
Super built-up  Area,Belatur,Indanrt,2 BHK,1275,1275,2,2,Ready to move,59
Super built-up  Area,Ramanjaneyanagar,,2 BHK,1040,1040,2,2,Ready to move,36.4
Super built-up  Area,Bellandur,BhreeBa,3 BHK,2400,2400,3,2,Ready to move,115
Plot  Area,Chamrajpet,,6 Bedroom,1500,1500,9,3,Ready to move,230
Plot  Area,Kaggalipura,AxvamTa,4 Bedroom,3150,3150,5,1,44660,212
Super built-up  Area,Karuna Nagar,CoinoCu,3 BHK,1960,1960,3,2,Ready to move,165
Super built-up  Area,JP Nagar,Brnumnn,4 BHK,3200,3200,5,3,Ready to move,309
Super built-up  Area,Yeshwanthpur,Vatra N,2 BHK,1195,1195,2,2,Ready to move,100
Super built-up  Area,Yelahanka,Neite T,2 BHK,1140 - 1250,1195,2,0,Ready to move,53.105
Super built-up  Area,Hosakerehalli,,5 BHK,4500,4500,5,2,Ready to move,145
Plot  Area,Ulsoor,,3 Bedroom,450,450,3,1,Ready to move,70
Plot  Area,Sathya Sai Layout,Prowshi,4 Bedroom,4304,4304,4,2,43784,699
Super built-up  Area,Javarandoddi,,1 BHK,648,648,1,1,44460,40
Super built-up  Area,Sarjapur  Road,Supleon,3 BHK,2100,2100,3,2,Ready to move,130
Super built-up  Area,Thanisandra main road,,4 BHK,4209,4209,4,2,44766,602
Super built-up  Area,Kudlu,Srrnasa,2 BHK,1027,1027,2,1,Ready to move,44
Plot  Area,Whitefield,Leuseut,4 Bedroom,1575,1575,4,3,Ready to move,250
Super built-up  Area,Bommasandra,SSestth,3 BHK,1365,1365,3,1,45055,52.82
Super built-up  Area,Yelahanka New Town,KHatsFl,1 BHK,650,650,1,1,Ready to move,18
Plot  Area,Chandapura,,3 Bedroom,1200,1200,2,1,43629,52
Super built-up  Area,Cooke Town,,2 BHK,1100,1100,2,3,Ready to move,90
Built-up  Area,7th Phase JP Nagar,LencyRe,3 BHK,1075,1075,2,1,Ready to move,57
Super built-up  Area,Banashankari,SuentAp,2 BHK,1100,1100,2,1,Ready to move,63
Super built-up  Area,Akshya Nagar,,3 BHK,1320,1320,2,1,Ready to move,58
Super built-up  Area,Kammasandra,Daden G,3 BHK,1500,1500,3,2,Ready to move,65
Plot  Area,Vijaypura,,4 Bedroom,1200,1200,5,1,Ready to move,150
Plot  Area,Bapuji Nagar,,4 Bedroom,1125,1125,3,2,Ready to move,126
Super built-up  Area,Vittasandra,Prlla C,2 BHK,1246,1246,2,1,Ready to move,67.5
Super built-up  Area,Bhoganhalli,Rosha I,3 BHK,1718,1718,3,2,43519,90.2
Super built-up  Area,Bisuvanahalli,Prityel,3 BHK,1075,1075,2,1,Ready to move,32
Super built-up  Area,Chennammana Kere,,3 BHK,1480,1480,3,1,45187,75.48
Super built-up  Area,Austin Town,,1 BHK,500,500,1,1,Ready to move,13
Plot  Area,3rd Block Banashankari,,5 Bedroom,2400,2400,4,1,Ready to move,325
Plot  Area,Kaikondrahalli,,4 Bedroom,1200,1200,4,2,45209,125
Super built-up  Area,Kanakpura Road,,2 BHK,1041,1041,2,1,Ready to move,36.44
Super built-up  Area,Doddanekundi,,2 BHK,1128,1128,2,2,Ready to move,48.4
Super built-up  Area,Hosur Road,Kelmsoy,3 BHK,1685,1685,3,1,Ready to move,90
Super built-up  Area,Guddadahalli,KSidems,2 BHK,1180,1180,2,2,Ready to move,65
Built-up  Area,Ejipura,BadorSp,2 BHK,1200,1200,2,1,Ready to move,60
Super built-up  Area,Mangammanapalya,,3 BHK,1250,1250,3,2,44458,39.5
Super built-up  Area,Kanakpura Road,PrarePa,2 BHK,900,900,2,1,43808,41
Built-up  Area,Chelekare,BhisePa,2 BHK,1000,1000,2,1,Ready to move,45
Built-up  Area,Yelahanka New Town,,2 Bedroom,600,600,2,2,Ready to move,80
Plot  Area,2nd Stage Nagarbhavi,,4 Bedroom,600,600,3,2,Ready to move,82
Super built-up  Area,Vittasandra,Prlla C,2 BHK,1404,1404,2,1,Ready to move,70
Super built-up  Area,Ramagondanahalli,DNeremo,3 BHK,1610,1610,2,2,Ready to move,115
Super built-up  Area,Varthur,Unris E,2 BHK,1760,1760,2,1,44554,85
Super built-up  Area,Amam Enclave Layout,,2 BHK,975,975,2,1,Ready to move,55
Built-up  Area,Kashi Nagar,Adarkya,2 BHK,1190,1190,2,2,Ready to move,42
Built-up  Area,Kudlu,,2 BHK,1110,1110,2,1,Ready to move,46
Super built-up  Area,Rajaji Nagar,PhestOn,3 BHK,2415,2415,3,2,Ready to move,399
Super built-up  Area,Gunjur,BMineis,2 BHK,1235,1235,2,2,44423,44.5
Super built-up  Area,Nanjappa Garden,TNnumla,2 BHK,1275,1275,2,3,Ready to move,55
Built-up  Area,Victoria Layout,,2 BHK,1115,1115,2,1,Ready to move,115
Super built-up  Area,Harlur,Prncyrn,2 BHK,1197,1197,2,1,Ready to move,76
Super built-up  Area,Begur Road,Pruthg ,1 BHK,644,644,1,1,44423,32
Super built-up  Area,Bellandur,,2 BHK,1251,1251,2,3,Ready to move,47
Super built-up  Area,Neeladri Nagar,SKisyDa,2 BHK,1105,1105,2,2,45071,30
Super built-up  Area,4th Phase JP Nagar,,2 BHK,1080,1080,2,2,44813,38
Super built-up  Area,Kudlu,,4 BHK,2100,2100,3,1,Ready to move,114
Plot  Area,Kammanahalli,,4 Bedroom,1600,1600,4,1,Ready to move,200
Super built-up  Area,NRI Layout,,3 BHK,1731,1731,3,3,Ready to move,64.11
Super built-up  Area,Hormavu,ARaveSa,2 BHK,1206,1206,2,1,Ready to move,55
Super built-up  Area,Choodasandra,MJiyayl,3 BHK,1560,1560,3,2,Ready to move,78
Super built-up  Area,7th Phase JP Nagar,Brnia G,1 BHK,750,750,1,2,Ready to move,47
Built-up  Area,Billekahalli,Chuti S,2 BHK,1035,1035,2,2,Ready to move,90
Plot  Area,Ramamurthy Nagar,,7 Bedroom,1200,1200,6,2,Ready to move,150
Super built-up  Area,Sarjapur  Road,SJityaz,1 BHK,702,702,1,0,Ready to move,35.8
Plot  Area,Attibele,,3 Bedroom,1700,1700,3,1,Ready to move,65
Super built-up  Area,HRBR Layout,,2 BHK,1145,1145,2,2,Ready to move,68.5
Super built-up  Area,Ramamurthy Nagar,,3 BHK,1208,1208,2,2,Ready to move,43.5
Super built-up  Area,Brookefield,,3 BHK,1589,1589,3,2,Ready to move,74
Built-up  Area,Allalasandra,Jaensa ,2 BHK,560,560,2,1,Ready to move,22
Super built-up  Area,Yelahanka New Town,SLhidOr,3 BHK,1426,1426,2,2,Ready to move,61.5
Super built-up  Area,Green Glen Layout,Sortz Q,3 BHK,1885,1885,3,2,Ready to move,135
Super built-up  Area,Old Madras Road,SheldGr,2 BHK,935,935,2,0,43609,37.77
Super built-up  Area,Old Madras Road,Saesttt,2 BHK,1171,1171,2,2,43987,73
Super built-up  Area,Singasandra,,2 BHK,1465,1465,2,3,Ready to move,60
Super built-up  Area,Budigere,PrityTr,3 BHK,1820,1820,3,2,Ready to move,95
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,3 BHK,1580,1580,2,2,Ready to move,66.85
Super built-up  Area,Whitefield,SMuilan,3 BHK,1452,1452,2,2,Ready to move,46.29
Super built-up  Area,Hennur Road,Mileeou,3 BHK,1445,1445,2,1,Ready to move,89.56
Super built-up  Area,Gollahalli,Meines ,2 BHK,1170,1170,2,1,Ready to move,39
Super built-up  Area,Anjappa Layout,,2 BHK,1070,1070,2,1,Ready to move,50
Super built-up  Area,Kanakpura Road,PrarePa,3 BHK,1100,1100,3,2,43877,53
Super built-up  Area,Kothanur,,2 BHK,1140,1140,2,2,44865,56
Built-up  Area,Rachenahalli,NRniad ,3 BHK,2600,2600,3,2,Ready to move,160
Super built-up  Area,Shikaripalya,ALtonea,3 BHK,1532,1532,3,2,Ready to move,59.75
Super built-up  Area,AGS Layout,,2 BHK,1150,1150,2,1,Ready to move,46
Super built-up  Area,Jakkur,HRaniIb,2 BHK,1473,1473,2,1,Ready to move,85
Super built-up  Area,Kathriguppe,Prone M,3 BHK,1350,1350,3,2,Ready to move,80.99
Super built-up  Area,Prithvi Layout,Prigh L,4 BHK,4040,4040,4,0,Ready to move,500
Super built-up  Area,CV Raman Nagar,Pu270a ,3 BHK,1980,1980,4,2,45021,166
Super built-up  Area,Hoodi,GoAirej,3 BHK,1660,1660,3,2,44893,128
Plot  Area,Kogilu,,7 Bedroom,2456,2456,7,2,Ready to move,85
Super built-up  Area,Chamrajpet,,2 BHK,650,650,2,2,Ready to move,45
Plot  Area,Neeladri Nagar,Coleyli,5 Bedroom,4000,4000,5,2,Ready to move,425
Super built-up  Area,Malleshwaram,Sariaat,3 BHK,2475,2475,4,3,Ready to move,340
Super built-up  Area,Chikkakannalli,,3 BHK,1495,1495,3,2,Ready to move,90
Super built-up  Area,R.T. Nagar,Esncyth,2 BHK,1080,1080,2,1,Ready to move,48
Super built-up  Area,Electronic City,Elodsre,3 BHK,1521,1521,2,2,Ready to move,57.5
Built-up  Area,Aishwarya Crystal Layout,GRvasth,2 BHK,1053,1053,2,0,Ready to move,51
Super built-up  Area,Binny Pete,Shestlo,3 BHK,2406,2406,5,2,43941,289
Plot  Area,Kanakpura Road,,4 Bedroom,800,800,5,3,Ready to move,115
Super built-up  Area,7th Phase JP Nagar,,2 BHK,1050,1050,2,1,Ready to move,42
Super built-up  Area,Thanisandra,MenueNo,3 BHK,1430,1430,2,2,Ready to move,51.48
Built-up  Area,Begur,SrSaira,3 BHK,2400,2400,3,2,Ready to move,12
Super built-up  Area,OLd Gurappanapalya,,3 BHK,1250,1250,3,2,44517,39
Plot  Area,Ramanagara Channapatna,,4 Bedroom,1200,1200,2,1,Ready to move,75
Built-up  Area,Ulsoor,,1 Bedroom,840,840,1,1,Ready to move,150
Super built-up  Area,Uttarahalli,SBiewid,2 BHK,1000,1000,2,2,Ready to move,39.5
Super built-up  Area,Bannerghatta Road,Guranya,3 BHK,1630,1630,3,3,Ready to move,68
Super built-up  Area,Kammasandra,Pre 1ri,2 BHK,985,985,2,1,Ready to move,40.5
Super built-up  Area,BTM 2nd Stage,Chaldi ,2 BHK,1200,1200,2,2,Ready to move,70
Built-up  Area,Ambalipura,,3 BHK,1650,1650,3,3,Ready to move,100
Super built-up  Area,Mico Layout,Amsomun,3 BHK,1670,1670,3,2,Ready to move,59
Super built-up  Area,5th Block Hbr Layout,,5 BHK,1200,1200,5,,Ready to move,205
Plot  Area,Sarjapur  Road,Saacesa,4 Bedroom,1240,1240,4,0,44090,110
Built-up  Area,Maheswari Nagar,AsensGa,2 BHK,1000,1000,2,2,Ready to move,60
Super built-up  Area,Doddabanahalli,,2 BHK,830,830,2,2,Ready to move,26
